,image_path,0,1,2,3,4,5,6,7,8,9
22,seg_train/seg_train/buildings\10205.jpg,0.9999998807907104,9.505555453870329e-08,3.274316640045072e-08,9.094481244475983e-12,1.0910334857783255e-08,8.958093822286628e-09,9.86766016120022e-11,6.631104693122225e-11,6.848543954163233e-11,5.564999416146632e-12
23,seg_train/seg_train/buildings\10210.jpg,0.9999995231628418,6.870728697094819e-08,7.819218694748997e-08,7.849873528975593e-10,5.4500695512160746e-08,2.7922044409933733e-07,7.386771055939434e-11,7.427842368956661e-11,1.0166898573027439e-10,9.574788878419227e-12
24,seg_train/seg_train/buildings\10228.jpg,0.9999998807907104,1.7776117244849843e-09,8.416879637707098e-08,6.529144586098212e-11,5.88455282765632e-12,8.193967965079707e-13,1.4410405377654478e-12,1.8625344322398263e-12,3.300448564620695e-13,5.363291191370911e-13
25,seg_train/seg_train/buildings\10231.jpg,1.0,2.7983688699606546e-09,5.288172677531122e-10,2.12632277236946e-12,9.103355569362037e-11,2.5877214260283665e-10,8.376423686617951e-12,2.2752204634213236e-11,9.986068395806402e-12,2.374927728435172e-12
26,seg_train/seg_train/buildings\10251.jpg,0.9966111779212952,5.054602661402896e-05,0.0026617487892508507,9.696210327092558e-05,0.00040989104309119284,0.00016968065756373107,2.4272132748137665e-08,4.515003926286454e-09,2.019562828081689e-08,7.324172379696847e-09
27,seg_train/seg_train/buildings\10252.jpg,1.0,2.320179118275867e-11,3.218182014277926e-13,7.032531702160297e-14,8.891928859888765e-12,4.153572170044863e-16,1.612521185643482e-14,1.7992646760521536e-14,6.346931715004583e-14,2.0630324298930372e-14
28,seg_train/seg_train/buildings\10257.jpg,0.999275267124176,0.0004902768414467573,9.347683226224035e-05,2.6020012228400446e-05,0.00011345116217853501,1.378715637656569e-06,7.019446002232144e-08,4.471355552482237e-08,5.809022241010098e-08,6.881892034016346e-08
29,seg_train/seg_train/buildings\10266.jpg,0.997223973274231,3.92415904570953e-06,1.1364854799467139e-05,6.803083465456439e-07,3.0261948268162087e-05,0.0027296822518110275,4.5063770492959065e-09,8.30963853282185e-10,2.080704053497584e-09,8.604573720205622e-10
30,seg_train/seg_train/buildings\10278.jpg,1.0,1.0877776013273888e-08,3.729778441652343e-08,9.851262861015897e-11,4.468353687059334e-09,6.230015392461041e-10,5.081391904471211e-12,3.2365030794290206e-12,9.395726384420211e-12,1.3549827492659317e-12
31,seg_train/seg_train/buildings\1028.jpg,0.99739009141922,6.577326985279797e-06,0.0011218294966965914,4.570496821543202e-05,1.851406921105081e-07,0.0014355452731251717,8.857848676768754e-09,6.0410232372021255e-09,3.671775550273537e-09,3.105769863509522e-09
32,seg_train/seg_train/buildings\10295.jpg,1.0,8.653178174000686e-11,3.3612498201440744e-11,3.5296039094939724e-13,4.323567892594582e-11,2.334359105755218e-13,1.6998783023552955e-13,1.608995055246698e-13,2.0026942073019666e-13,2.440431212148708e-13
33,seg_train/seg_train/buildings\10303.jpg,0.9999994039535522,4.015558374703687e-07,8.298341214185712e-08,1.1011845879593807e-09,1.417881811960342e-08,1.0662395766303234e-07,2.7845123429237617e-10,1.6584386641760318e-10,3.036172147030669e-10,3.3490245299194754e-11
34,seg_train/seg_train/buildings\10306.jpg,0.9999998807907104,1.9123589378722272e-09,5.796136903768456e-09,9.143931271882177e-12,5.306505101998482e-08,1.0013017259780099e-07,1.1241994314625803e-11,5.427011704611795e-12,8.257167519176711e-12,5.868062654713901e-13
35,seg_train/seg_train/buildings\10310.jpg,0.9999998807907104,2.6083338613980267e-11,1.9146351171173137e-10,6.448789527553622e-13,3.109566423797894e-11,1.719691624657571e-07,2.7749975711408026e-13,1.750542798825e-13,9.592841928793283e-14,2.129035439428755e-14
36,seg_train/seg_train/buildings\10312.jpg,0.9996610879898071,0.00019942823564633727,9.410579514224082e-05,1.0316547559341416e-05,1.9119161152048036e-06,3.3115178666776046e-05,3.671556214612792e-08,2.6240678963063147e-08,1.5088771121440914e-08,1.541701166729581e-08
37,seg_train/seg_train/buildings\10316.jpg,1.0,2.9124627709542494e-10,7.780886351893557e-11,8.599823075883251e-10,5.695227622837251e-10,6.45482365474459e-12,2.1017668942052703e-12,7.011832087178149e-12,2.6598790444504194e-12,5.302650679661625e-12
38,seg_train/seg_train/buildings\10318.jpg,0.9998157620429993,5.526050244952785e-06,2.386966798439971e-06,3.913404361810535e-05,0.00012849793711211532,8.789558705757372e-06,9.53164835948428e-09,4.04577304990994e-09,2.0942058753803394e-08,7.525700951305225e-09
39,seg_train/seg_train/buildings\10328.jpg,1.0,3.1736477890120796e-09,2.0558835189810054e-10,7.232097559706219e-11,2.1197933686156745e-10,1.7021359322022533e-10,2.23570250854066e-12,1.2471000794544995e-12,3.3903125532669387e-12,5.001235428396533e-13
40,seg_train/seg_train/buildings\10350.jpg,0.9999986886978149,5.10221525473753e-07,1.9638637382968227e-08,1.3659184006087344e-08,6.939846457498788e-07,5.642213452006217e-08,1.70036845714705e-10,1.1748199635341905e-10,2.838752843903336e-10,4.9454010331295706e-11
41,seg_train/seg_train/buildings\10357.jpg,0.9999986886978149,4.480021971176029e-07,1.5674177689106727e-07,3.5988374502693432e-09,3.989520891423126e-08,7.210870194285235e-07,2.2786248443651402e-09,8.85371331804663e-10,1.3063818915526326e-09,1.813813682582932e-10
42,seg_train/seg_train/buildings\10362.jpg,0.9999998807907104,1.3287478850543266e-07,4.324827429513789e-08,1.8601845397370198e-08,3.760766631444312e-08,5.010671565164326e-12,7.172559768342524e-11,1.4387289103134915e-11,3.456166602910926e-11,3.895282013610668e-11
43,seg_train/seg_train/buildings\10367.jpg,0.9999847412109375,3.864949121634709e-06,5.290881745168008e-06,1.4491375850411714e-06,3.628364311225596e-06,1.1278557394689415e-06,3.1260602995075715e-09,9.429254044235336e-10,3.4877980503722483e-09,1.5504666439625225e-09
44,seg_train/seg_train/buildings\10374.jpg,0.9997228980064392,8.319241169374436e-05,8.154381066560745e-05,0.0001081148802768439,6.51153925446124e-07,3.717833351402078e-06,8.794430073066906e-09,3.247686342078282e-09,2.7287454518187815e-09,2.8952980013485785e-09
45,seg_train/seg_train/buildings\10383.jpg,0.9999905824661255,1.4246717228161287e-07,3.065103442168038e-07,4.3197911026027214e-08,1.8492301023798063e-07,8.680211976752616e-06,9.911801934769926e-11,7.799520057583109e-11,6.234006366678813e-11,2.0026466596156922e-11
46,seg_train/seg_train/buildings\10402.jpg,0.9999998807907104,2.6261441021802057e-08,1.1205125716173825e-08,4.919894491806076e-10,6.403993779713346e-08,1.7925049888845024e-08,1.0944645363608618e-11,1.1425848982227205e-11,1.5994988319945058e-11,2.0319913286714897e-12
47,seg_train/seg_train/buildings\1041.jpg,0.9999997615814209,7.087087539048298e-08,1.2216904110573523e-07,5.338429254209132e-09,7.896085563174893e-09,4.5265435844044077e-10,3.666208309160979e-11,3.0027345193639476e-11,2.0501060918332037e-11,2.479914364139635e-11
48,seg_train/seg_train/buildings\10421.jpg,0.9999743700027466,1.4249638297769707e-05,2.8336264676909195e-06,8.0141950320467e-07,9.360004469272099e-07,6.750222382834181e-06,1.8608456997526446e-09,6.665581420151057e-10,1.5967832611707422e-09,4.275159948274876e-10
49,seg_train/seg_train/buildings\10444.jpg,1.0,1.4682445814299993e-15,1.4774581293741987e-16,6.455336079615868e-21,4.658284120852979e-14,8.09285658599694e-20,1.8322984951269503e-16,8.28705768166453e-18,4.022554503426997e-17,3.536254690434827e-17
50,seg_train/seg_train/buildings\1045.jpg,1.0,8.108986030395948e-13,1.2982929347479105e-13,2.1196423522634733e-15,8.874095848345614e-14,1.210562679905799e-16,7.347624570407107e-15,5.914238571130175e-15,1.880623207075466e-15,5.800618736255786e-16
51,seg_train/seg_train/buildings\10452.jpg,0.999998927116394,2.815418831403349e-08,1.047304294843343e-06,3.1613123230300744e-10,2.100586726783149e-08,1.944755911864604e-09,1.5139259637586555e-11,3.422032188865609e-12,5.919827995859439e-12,3.285360915608604e-12
52,seg_train/seg_train/buildings\10466.jpg,1.0,5.094588306775449e-09,1.7109610395138475e-09,5.727400758520629e-12,1.2487945122430233e-09,1.9784629490260386e-10,8.429603369497496e-12,7.447134055260651e-12,5.133215467273411e-12,1.3082541777328927e-12
53,seg_train/seg_train/buildings\10480.jpg,0.9999990463256836,2.8899631132617287e-08,2.3343627475469475e-08,5.5446557067906355e-11,4.035367595633943e-10,9.197875101563113e-07,1.0030389019366481e-10,6.054277912337369e-11,5.233298863704938e-11,2.9045904136743017e-12
54,seg_train/seg_train/buildings\10485.jpg,1.0,6.615945291610359e-11,2.056090367408281e-11,2.0411634791509415e-15,1.2986767423169704e-13,1.4043787244233386e-09,3.754136758404858e-12,4.847699498766733e-12,1.8717013616081912e-12,7.961184744212021e-14
55,seg_train/seg_train/buildings\10489.jpg,0.9999665021896362,3.094290877925232e-05,7.377934707619715e-08,1.5875505141593749e-06,8.443840329164232e-07,5.798995950101471e-09,1.224196122251442e-08,1.7170856958514946e-09,3.993158692594534e-09,1.0177846121450784e-08
56,seg_train/seg_train/buildings\10495.jpg,1.0,4.970822473256142e-13,6.4825159400584e-14,1.886872182717667e-18,5.821436370879573e-15,1.3097794871357374e-16,1.5573149662732357e-14,4.576380100611635e-15,7.487372301209858e-15,9.491278400901109e-16
57,seg_train/seg_train/buildings\10499.jpg,0.9971610307693481,4.572090801957529e-06,4.0491515392204747e-05,3.3008413993229624e-06,0.0014932124176993966,0.0012973464326933026,8.766860126740994e-09,3.6438030370788965e-09,2.9911428889306535e-09,1.25709764819959e-09
58,seg_train/seg_train/buildings\10500.jpg,1.0,1.2824903805608301e-08,6.738312130494251e-09,4.60240762167885e-10,1.6483866493999244e-09,9.925692490142524e-10,4.8554537127043496e-12,2.9688493417140416e-12,7.567786675100052e-12,1.0778434351640942e-12
59,seg_train/seg_train/buildings\10502.jpg,0.9999029636383057,2.007142575166654e-05,2.8048170861438848e-05,3.660510856207111e-06,2.251158184662927e-05,2.270320874231402e-05,2.8928714979059578e-09,1.4373265910805344e-09,2.1302724029226283e-09,1.3307278612373352e-09
60,seg_train/seg_train/buildings\10511.jpg,0.9999305009841919,6.2680205701326486e-06,1.5159123449848266e-06,3.169672709191218e-06,1.953382252395386e-06,5.655499262502417e-05,1.525123805024009e-09,2.1218720114291045e-09,3.132862413934845e-09,1.0749903189832821e-09
61,seg_train/seg_train/buildings\10520.jpg,0.9999827146530151,7.182389936133404e-07,1.3070690329186618e-05,3.7026215427005127e-09,1.7139944930022466e-06,1.797119580260187e-06,3.6673927783503757e-10,6.958211090646316e-11,1.3389092612392517e-10,6.623798037841411e-11
62,seg_train/seg_train/buildings\10528.jpg,0.9991580247879028,5.221921810516506e-07,8.810719123175659e-07,2.5881246983772144e-05,8.511076885042712e-06,0.0008063107379712164,2.914210872617673e-09,2.894081641002799e-09,4.752441995492518e-09,1.2049815589776358e-09
63,seg_train/seg_train/buildings\1055.jpg,0.9999997615814209,1.335065746843611e-07,1.4273466852898764e-08,1.1285558265683449e-08,1.0644659909075926e-07,1.0813922673991172e-10,1.945312938511634e-10,6.647845468554792e-11,8.330190010008565e-11,1.0179222742490168e-10
64,seg_train/seg_train/buildings\10553.jpg,0.9999639987945557,3.5404380469117314e-05,4.081140048128873e-07,7.347232866550257e-08,1.548945505192023e-08,2.22131424365557e-09,9.76497815941002e-09,1.40394327274862e-08,4.709945766734336e-09,1.2590532172396252e-08
65,seg_train/seg_train/buildings\10559.jpg,0.9999984502792358,9.620250551733989e-08,6.384336614928543e-08,2.1223225954436487e-10,1.8276689672802604e-07,1.0538533388171345e-06,6.899247145808474e-11,3.09001574327894e-11,3.401216114307104e-11,6.1794892119992895e-12
66,seg_train/seg_train/buildings\10570.jpg,0.999988317489624,1.1524824117259413e-07,9.50479443417862e-06,2.5067109277188138e-08,1.9076437638432253e-06,6.392814100308897e-08,5.715869999534107e-10,1.0191305438445042e-10,3.736773113161007e-10,1.9368050219181754e-10
67,seg_train/seg_train/buildings\10576.jpg,1.0,1.5375983472565302e-11,2.923737293936135e-11,2.0137781416365574e-14,1.821264059703731e-12,1.175305547329586e-10,8.479519441207534e-14,1.0372297909889278e-13,4.8444128347485335e-14,5.7145484362326054e-15
68,seg_train/seg_train/buildings\1058.jpg,1.0,3.265678309369302e-12,1.6599433416350506e-13,2.2748761217430784e-16,8.777576105192808e-13,6.448117647467333e-12,1.3581024054919871e-13,2.5539705238359668e-14,4.717718728695919e-14,3.098081661614201e-15
69,seg_train/seg_train/buildings\10582.jpg,0.999987006187439,2.362496474006548e-07,7.542359981016489e-07,1.3249271546555974e-07,5.991629592472236e-08,1.1789014024543576e-05,1.4246263890793642e-10,9.402995743146292e-11,2.1686361040273994e-10,4.151643959171558e-11
70,seg_train/seg_train/buildings\10598.jpg,0.9999971389770508,1.1833440112241078e-06,1.0572513247097959e-06,1.1712596226232108e-08,4.744595116790151e-07,9.758715435737031e-08,2.95088009583111e-10,1.4368663203701004e-10,5.495259247645379e-10,9.21661150177222e-11
71,seg_train/seg_train/buildings\10608.jpg,0.9999998807907104,1.7681816899539626e-08,1.505451905359223e-07,1.3782073572665698e-11,6.688395393084079e-10,3.713403542993099e-11,1.50886803051975e-11,1.0280210710478244e-11,8.337085362353225e-12,1.5867720548970454e-12
72,seg_train/seg_train/buildings\10620.jpg,0.998573899269104,0.0003661402442958206,0.0005451019387692213,0.00031674138153903186,8.891533798305318e-05,0.00010923305671894923,1.703991792112447e-08,1.1379885478390861e-08,1.4612451693096773e-08,1.076335198746392e-08
73,seg_train/seg_train/buildings\10626.jpg,0.9999961853027344,1.4337969389544014e-07,1.837839107565742e-07,1.3862386238905344e-10,8.146736618641626e-09,3.3964715839829296e-06,1.9945080309557994e-11,1.1932534821346152e-11,1.0215084854381384e-11,9.219196586696121e-13
74,seg_train/seg_train/buildings\10630.jpg,0.9969473481178284,1.143899226008216e-05,0.00012213944864924997,0.0028735597152262926,3.295719943707809e-05,1.2507972314779181e-05,1.4757491229033803e-08,4.2732097860209706e-09,1.509227764984189e-08,1.2950120087396044e-08
75,seg_train/seg_train/buildings\1064.jpg,1.0,6.675329733418778e-11,3.3579543225886743e-12,5.266603125830827e-13,1.4165176587255246e-08,3.50946910421257e-11,4.1985899891343326e-13,2.0942628057088464e-13,3.181562814851685e-13,2.682840318716899e-14
76,seg_train/seg_train/buildings\10641.jpg,1.0,9.825919375025527e-13,2.0222384761203228e-14,1.5322338971885622e-16,3.1861842266119045e-13,5.4902157703239137e-17,1.4400637529232013e-14,9.807522598681475e-15,1.4241420746136622e-14,1.3060712721838647e-14
77,seg_train/seg_train/buildings\10646.jpg,1.0,5.384168111355336e-10,1.9437053962872985e-12,1.479236790566732e-13,3.9389966982605884e-11,2.3998259222595005e-16,6.195297638615649e-13,2.0272871651804553e-13,3.7876659816395153e-13,5.797983620992042e-13
78,seg_train/seg_train/buildings\10653.jpg,0.9999995231628418,1.5847113843392435e-07,1.472147772574317e-07,6.801982532778084e-09,9.085776042638827e-08,1.8507346766227784e-08,1.426036094764882e-10,1.0262873190169941e-10,1.1557823448304916e-10,8.70195027147247e-11
79,seg_train/seg_train/buildings\10656.jpg,1.0,2.3623312195297785e-09,5.773835853872811e-10,6.362027658163294e-12,1.1401974503444379e-10,1.3279941590838007e-09,1.4620150793134834e-12,6.493544851132738e-13,1.1575422695017656e-12,3.2023477836498615e-13
80,seg_train/seg_train/buildings\10672.jpg,0.999819815158844,5.8035453548654914e-05,9.308228072768543e-06,0.00010085776739288121,1.0698226105887443e-05,1.315109443567053e-06,1.3828056921738607e-08,2.6383570883581342e-08,1.771184265919601e-08,1.7755239056782557e-08
81,seg_train/seg_train/buildings\10695.jpg,0.9999996423721313,2.977513702262513e-08,1.932145750060954e-07,7.38775846054196e-11,7.530218937290556e-08,2.9744768426098744e-08,1.6051033766006917e-11,7.804273720324328e-12,2.9504003407065937e-12,1.7775068526446058e-12
82,seg_train/seg_train/buildings\10699.jpg,0.9998989105224609,1.746821283177269e-07,1.890853695840633e-06,7.013445610937197e-06,7.403842801068095e-07,9.128265082836151e-05,6.456517542829943e-10,6.996622725630175e-10,3.7144609610351154e-10,1.8600089524145602e-10
83,seg_train/seg_train/buildings\10717.jpg,0.9999904632568359,3.7343411349866074e-06,1.0199593134530005e-06,2.5781896617615985e-09,3.8900761722970856e-08,4.725428880192339e-06,9.058672700845705e-10,5.078180653761422e-10,3.5050420899018775e-10,8.891119784859569e-11
84,seg_train/seg_train/buildings\10720.jpg,0.9980510473251343,8.670054739923216e-06,6.652968295384198e-05,0.001780929509550333,6.235701221157797e-06,8.668388909427449e-05,2.8311564204130946e-09,1.0423092389189037e-09,1.6840919769833818e-09,1.2939401772271708e-09
85,seg_train/seg_train/buildings\10730.jpg,0.999972939491272,1.2563717746161274e-06,1.3771857538813492e-06,3.336375087314991e-08,4.145728382809466e-08,2.4316077542607673e-05,1.2271420546383638e-09,7.397392143282389e-10,5.935950619928576e-10,9.4954821783233e-11
86,seg_train/seg_train/buildings\10744.jpg,0.9999489784240723,5.674741743177947e-08,1.0365596381234354e-06,4.984288534615189e-05,3.464721132218074e-08,2.1280230910747377e-09,5.206636233268114e-10,2.491927775238878e-10,2.856126446459939e-10,1.7523548168085767e-09
87,seg_train/seg_train/buildings\10754.jpg,1.0,5.696297478152701e-08,2.0943538570072917e-10,4.8534655461285325e-11,3.784073748791528e-11,3.799045522612232e-10,1.0501346320301863e-10,5.911679479275733e-11,1.0403022887572888e-10,2.5143692683471386e-11
88,seg_train/seg_train/buildings\10756.jpg,0.9999921321868896,9.455308145334129e-07,3.885103978973348e-06,3.2428687291030656e-07,1.8414359601592878e-06,8.50832861942763e-07,4.867307668021681e-10,7.54608181496863e-11,7.157119896739061e-10,1.689798023729594e-10
89,seg_train/seg_train/buildings\10790.jpg,0.9999916553497314,1.7998386780959663e-08,1.8622166919612937e-07,1.0161720076506953e-10,1.0872872380218723e-08,8.091165000223555e-06,3.1697765939808775e-11,3.272848311808296e-11,9.488178472072395e-12,1.1830021554373737e-12
90,seg_train/seg_train/buildings\10792.jpg,0.9999986886978149,4.8580414357957125e-08,9.189275118615114e-08,3.2682617029378136e-11,2.3738921939298052e-08,1.197480855807953e-06,1.9159911504584848e-11,6.171905000962319e-12,7.720673926570054e-12,8.97581705142092e-13
91,seg_train/seg_train/buildings\10798.jpg,0.9999960660934448,1.2224789998072083e-06,3.276708184785093e-07,2.1813898243294716e-08,1.5634983583368012e-06,8.043326715778676e-07,7.558055847844969e-10,4.6083362126303484e-10,5.8778282241434e-10,2.415382061027316e-10
92,seg_train/seg_train/buildings\10805.jpg,0.9999992847442627,5.4844388586161585e-08,3.6618953913603036e-07,5.719910309287535e-11,5.0856549194122636e-08,3.5783230600827665e-07,2.4312933610826093e-11,2.9351167329938477e-11,2.574288525403201e-11,1.6625096481773238e-12
93,seg_train/seg_train/buildings\10809.jpg,0.9999998807907104,2.7605082664194924e-08,1.7194535795184152e-09,6.734537549846209e-08,6.5201293253380754e-09,8.507850673966644e-11,8.20702186765665e-11,9.939402079162107e-11,7.741744745271006e-11,1.6134628355590763e-10
94,seg_train/seg_train/buildings\10812.jpg,0.9999673366546631,7.528284413638175e-07,4.980893919537266e-08,5.997179641781258e-07,3.1357940315501764e-05,1.1507612640571097e-09,1.0569228825474397e-09,7.564097681544979e-10,2.812204913382743e-09,3.83080595023344e-10
95,seg_train/seg_train/buildings\10828.jpg,0.9999030828475952,6.589086751773721e-07,1.5973923837009352e-06,2.879871487948549e-07,1.815694616880137e-08,9.443995804758742e-05,2.1373940117808132e-10,2.373803098532079e-10,2.7173824301840455e-10,1.0530976091160937e-10
96,seg_train/seg_train/buildings\10831.jpg,1.0,2.21786113779876e-11,1.2679930076840012e-13,1.2495755947056784e-17,8.153803424549438e-14,5.188050332152988e-16,2.0285441620741806e-13,7.17114017364899e-14,5.036450789297313e-14,2.6203873936697132e-14
97,seg_train/seg_train/buildings\10832.jpg,1.0,1.3569025243687083e-11,4.155321919885324e-13,1.473861018675226e-16,1.4445892805537916e-14,1.8916180335440055e-14,3.123211053928515e-13,1.425479742925284e-13,6.895470929272826e-14,1.344277879115896e-14
98,seg_train/seg_train/buildings\10842.jpg,0.9999988079071045,1.986289532851515e-08,1.0883170489250915e-06,5.953131043678894e-11,8.138277607372402e-09,5.1179981142013276e-08,2.117151072511536e-11,1.486088682667308e-11,7.274585014233059e-12,7.657213621850567e-13
99,seg_train/seg_train/buildings\10849.jpg,0.9999401569366455,4.841688496526331e-05,1.0676671081455424e-05,3.602177685024799e-07,2.656218498486851e-07,1.286120436816418e-07,3.0666225114828194e-10,1.3323055159109032e-10,1.5440694556279055e-10,4.1681608164978456e-10
100,seg_train/seg_train/buildings\10865.jpg,1.0,4.315424018130898e-09,3.476777477029458e-10,1.3221312065991864e-12,1.752315306746688e-11,6.1489767270994644e-12,5.048003573308868e-13,5.999273343729183e-13,7.141932986849675e-13,1.6963124969352622e-13
101,seg_train/seg_train/buildings\10872.jpg,1.0,4.296331468367498e-08,4.133534625694324e-10,5.920277462712065e-11,2.5949672965985826e-10,1.7622206471834545e-10,3.8201886098931936e-11,4.098909753280644e-11,7.847762717450024e-11,3.649520616266777e-11
102,seg_train/seg_train/buildings\10878.jpg,0.999622106552124,6.502862561319489e-06,5.356641122489236e-05,2.5840870421234285e-07,1.3722072253585793e-05,0.00030376017093658447,1.0351529411423144e-08,5.204043418416404e-09,5.5426241374334495e-09,6.258012441584526e-10
103,seg_train/seg_train/buildings\10886.jpg,0.9998350143432617,1.682695597082784e-06,9.114554995903745e-05,5.641390089294873e-05,2.8825288609368727e-06,1.2804087418771815e-05,3.2013862671931292e-09,1.529834592339796e-09,1.097052115817121e-09,8.123913763924406e-10
